row,name,cites,wos_docs,cites_per_paper,groupBy,filterBy,filterValues,subject,institution
44,WUHAN UNIVERSITY,221816,,18.51707154186493029468236079806327740212,Institutions,ResearchFields,ENGINEERING,Engineering,
45,STATE UNIVERSITY SYSTEM OF FLORIDA,220779,,18.99010837777395492860829175984861517289,Institutions,ResearchFields,ENGINEERING,Engineering,
46,UNIVERSITY SYSTEM OF GEORGIA,220252,,20.5478122959231271573840843362253941599,Institutions,ResearchFields,ENGINEERING,Engineering,
47,UNIVERSITY OF NEW SOUTH WALES SYDNEY,215139,,25.85494531907222689580579257300805191684,Institutions,ResearchFields,ENGINEERING,Engineering,
48,SOUTHWEST JIAOTONG UNIVERSITY,213425,,15.12901396469837669242220174381512724179,Institutions,ResearchFields,ENGINEERING,Engineering,
49,DELFT UNIVERSITY OF TECHNOLOGY,208539,,19.60874471086036671368124118476727785614,Institutions,ResearchFields,ENGINEERING,Engineering,
50,UNIVERSITY SYSTEM OF OHIO,206175,,20.79634859794230381278999394795239055881,Institutions,ResearchFields,ENGINEERING,Engineering,
51,UNIVERSITY OF TEHRAN,206058,,22.84710056547289056436412019070850426877,Institutions,ResearchFields,ENGINEERING,Engineering,
52,KING ABDULAZIZ UNIVERSITY,203673,,26.4064566316608323609490470633994554648,Institutions,ResearchFields,ENGINEERING,Engineering,
53,AALBORG UNIVERSITY,202621,,26.6852364019491637034110364809693138417,Institutions,ResearchFields,ENGINEERING,Engineering,
54,UNIVERSITY OF LONDON,200717,,20.72880305690385211194877620572136734483,Institutions,ResearchFields,ENGINEERING,Engineering,
55,SICHUAN UNIVERSITY,199500,,16.79010267631711833024743309207204174381,Institutions,ResearchFields,ENGINEERING,Engineering,
56,GEORGIA INSTITUTE OF TECHNOLOGY,189401,,21.11964763603925066904549509366636931311,Institutions,ResearchFields,ENGINEERING,Engineering,
57,BEIJING JIAOTONG UNIVERSITY,188179,,15.64247714048212801330008312551953449709,Institutions,ResearchFields,ENGINEERING,Engineering,
58,NANJING UNIVERSITY OF SCIENCE & TECHNOLOGY,185697,,15.58776126920171241500881390078065978343,Institutions,ResearchFields,ENGINEERING,Engineering,
59,JIANGSU UNIVERSITY,184883,,19.2666736140058357649020425177157148812,Institutions,ResearchFields,ENGINEERING,Engineering,
60,UNIVERSITY OF MICHIGAN SYSTEM,178943,,23.4556298335299515008520120592476078123,Institutions,ResearchFields,ENGINEERING,Engineering,
61,STANFORD UNIVERSITY,177989,,35.95011108866895576651181579478893152898,Institutions,ResearchFields,ENGINEERING,Engineering,
62,PEKING UNIVERSITY,177418,,19.38994535519125683060109289617486338798,Institutions,ResearchFields,ENGINEERING,Engineering,
