row,name,cites,wos_docs,cites_per_paper,groupBy,filterBy,filterValues,subject,institution
55,PENNSYLVANIA STATE UNIVERSITY,92344,,18.51323175621491579791499599037690457097,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
56,BOSTON UNIVERSITY,89566,,22.41952440550688360450563204005006257822,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
57,UNIVERSITY OF WISCONSIN SYSTEM,89368,,20.5585461237635150678628939498504715896,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
58,OHIO STATE UNIVERSITY,87554,,20.90093100978753879207448078300310336596,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
59,MCGILL UNIVERSITY,85474,,19.00689348454525239048254391816766733378,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
60,UNIVERSITY OF TEXAS AUSTIN,83591,,23.92415569547796222095020034344590726961,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
61,RADBOUD UNIVERSITY NIJMEGEN,82512,,19.40089348695038796143898424641429579121,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
62,UNIVERSITY OF CALIFORNIA SAN FRANCISCO,81539,,20.89136561619267230335639251857545477838,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
63,CALIFORNIA STATE UNIVERSITY SYSTEM,80950,,16.89626382801085368399081611354623251931,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
64,CIBERSAM,79738,,25.30561726436052046969216121866074262139,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
65,INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE (INSERM),79449,,16.9076399233879548840178761438603958289,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
66,UNIVERSITY OF MANCHESTER,78672,,25.01494435612082670906200317965023847377,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
67,SOUTH LONDON & MAUDSLEY NHS TRUST,78072,,34.0331299040976460331299040976460331299,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
68,UNIVERSITY OF CALIFORNIA DAVIS,77986,,27.97202295552367288378766140602582496413,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
69,PENNSYLVANIA STATE UNIVERSITY - UNIVERSITY PARK,77897,,19.17700640078778926637124569177744953225,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
70,UNIVERSITY OF BARCELONA,76575,,23.03700361010830324909747292418772563177,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
71,MAX PLANCK SOCIETY,76143,,22.77003588516746411483253588516746411483,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
72,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (CNRS),74659,,13.84882211092561676868855499907252828789,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
73,UNIVERSITY OF ZURICH,74601,,19.88829645427885897094108237803252466009,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
74,EMORY UNIVERSITY,73845,,22.79166666666666666666666666666666666667,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
75,HUMBOLDT UNIVERSITY OF BERLIN,73092,,19.57471880021424745581146223888591322978,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
76,FLORIDA STATE UNIVERSITY,72640,,22.39901325932778291705211224175146469319,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
77,UNIVERSITY OF MUNICH,72435,,21.71312949640287769784172661870503597122,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
78,UNIVERSITY OF WISCONSIN MADISON,71977,,22.84984126984126984126984126984126984127,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
79,MAASTRICHT UNIVERSITY,70735,,21.31856540084388185654008438818565400844,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
80,ARIZONA STATE UNIVERSITY,70689,,19.76761744966442953020134228187919463087,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
81,UNIVERSITY OF SOUTHERN CALIFORNIA,70659,,21.39237057220708446866485013623978201635,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
82,FREE UNIVERSITY OF BERLIN,69932,,20.08962941683424303361103131284113760414,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
83,BROWN UNIVERSITY,68519,,18.63955386289445048966267682263329706202,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
84,VANDERBILT UNIVERSITY,68487,,20.89292251372788285539963392312385600976,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
85,AARHUS UNIVERSITY,68171,,23.89449702067998597967052225727304591658,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
86,MICHIGAN STATE UNIVERSITY,68097,,21.67313812858052196053469127943984723106,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
87,ERASMUS UNIVERSITY ROTTERDAM,67869,,24.4572972972972972972972972972972972973,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
88,UTAH SYSTEM OF HIGHER EDUCATION,66646,,18.28422496570644718792866941015089163237,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
89,UNIVERSITY OF CALIFORNIA BERKELEY,66448,,26.32646592709984152139461172741679873217,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
90,LEIDEN UNIVERSITY,66223,,20.82484276729559748427672955974842767296,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
91,UNIVERSITY OF COLORADO SYSTEM,66149,,19.16806722689075630252100840336134453782,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
92,UNIVERSITY OF OSLO,65832,,17.08590708538800934336880352971710355567,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
93,GHENT UNIVERSITY,65792,,19.73957395739573957395739573957395739574,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
94,MONASH UNIVERSITY,65013,,16.80791106514994829369183040330920372285,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
95,NEW YORK STATE PSYCHIATRY INSTITUTE,64953,,26.86228287841191066997518610421836228288,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
96,INDIANA UNIVERSITY SYSTEM,64816,,18.35627301047861795525346927216086094591,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
97,LEIDEN UNIVERSITY - EXCL LUMC,64787,,21.13768352365415986949429037520391517129,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
98,UNIVERSITY OF EDINBURGH,64738,,23.2786767349874145990650845019777058612,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
99,UNIVERSITY OF COPENHAGEN,64566,,20.96979538811302370899642741149723936343,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
100,UNIVERSITY OF MARYLAND COLLEGE PARK,64510,,21.66218938885157824042981867024848891874,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
101,ARIZONA STATE UNIVERSITY-TEMPE,63029,,21.22903334456045806668912091613337824183,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
102,CENTRE FOR ADDICTION & MENTAL HEALTH - CANADA,61424,,22.38483965014577259475218658892128279883,Institutions,ResearchFields,PSYCHIATRY/PSYCHOLOGY,Psychiatry/Psychology,
