row,name,cites,wos_docs,cites_per_paper,groupBy,filterBy,filterValues,subject,institution
163,UNIVERSITY OF TENNESSEE KNOXVILLE,132488,,30.76108660320408637102391455769677269561,Institutions,ResearchFields,PHYSICS,Physics,
164,NOVOSIBIRSK STATE UNIVERSITY,132430,,25.01511144692104268983755194559879108425,Institutions,ResearchFields,PHYSICS,Physics,
165,MONASH UNIVERSITY,132273,,47.40967741935483870967741935483870967742,Institutions,ResearchFields,PHYSICS,Physics,
166,RUSSIAN ACADEMY OF SCIENCE LEBEDEV PHYSICAL INSTITUTE,131914,,18.84754964994999285612230318616945277897,Institutions,ResearchFields,PHYSICS,Physics,
167,RESEARCH CENTER JULICH,130598,,26.64721485411140583554376657824933687003,Institutions,ResearchFields,PHYSICS,Physics,
168,BOSTON UNIVERSITY,129621,,32.83206686930091185410334346504559270517,Institutions,ResearchFields,PHYSICS,Physics,
169,UNIVERSITY OF MELBOURNE,129450,,41.5569823434991974317817014446227929374,Institutions,ResearchFields,PHYSICS,Physics,
170,CSIC - INSTITUTO DE FISICA CORPUSCULAR (IFIC),129431,,32.42259519038076152304609218436873747495,Institutions,ResearchFields,PHYSICS,Physics,
171,UNIVERSITY OF WARSAW,129045,,29.05764467462283269533888763791938752533,Institutions,ResearchFields,PHYSICS,Physics,
172,UNIVERSITE CLAUDE BERNARD LYON 1,127544,,32.68682726806765761148129164531009738596,Institutions,ResearchFields,PHYSICS,Physics,
173,ROYAL INSTITUTE OF TECHNOLOGY,127130,,23.85625820979545881028335522612122349409,Institutions,ResearchFields,PHYSICS,Physics,
174,NATIONAL CENTRE FOR NUCLEAR RESEARCH,126994,,33.525343189017951425554382259767687434,Institutions,ResearchFields,PHYSICS,Physics,
175,UNIVERSITY OF FLORIDA,126449,,39.2089922480620155038759689922480620155,Institutions,ResearchFields,PHYSICS,Physics,
176,SIBERIAN BRANCH OF THE RUSSIAN ACADEMY OF SCIENCES,125807,,14.70738835632452653729249473930324994155,Institutions,ResearchFields,PHYSICS,Physics,
177,DUKE UNIVERSITY,125633,,36.76704711735440444834650278021656423764,Institutions,ResearchFields,PHYSICS,Physics,
178,TATA INSTITUTE OF FUNDAMENTAL RESEARCH (TIFR),125511,,32.06719468574348492590700051098620337251,Institutions,ResearchFields,PHYSICS,Physics,
179,PETERSBURG NUCLEAR PHYSICS INSTITUTE,125286,,29.87979966611018363939899833055091819699,Institutions,ResearchFields,PHYSICS,Physics,
180,HIGH ENERGY ACCELERATOR RESEARCH ORGANIZATION (KEK),125233,,26.57746179966044142614601018675721561969,Institutions,ResearchFields,PHYSICS,Physics,
181,UNIV BRETAGNE LOIRE,124999,,26.51092258748674443266171792152704135737,Institutions,ResearchFields,PHYSICS,Physics,
182,UNIVERSIDADE DE SAO PAULO,124862,,19.86350620426344257079223671651288577792,Institutions,ResearchFields,PHYSICS,Physics,
183,UNIVERSITY OF LIVERPOOL,124686,,31.24962406015037593984962406015037593985,Institutions,ResearchFields,PHYSICS,Physics,
184,NIELS BOHR INSTITUTE,124476,,34.92592592592592592592592592592592592593,Institutions,ResearchFields,PHYSICS,Physics,
185,UNIVERSITY OF PENNSYLVANIA,124451,,39.5710651828298887122416534181240063593,Institutions,ResearchFields,PHYSICS,Physics,
186,LAWRENCE LIVERMORE NATIONAL LABORATORY,123453,,23.62736842105263157894736842105263157895,Institutions,ResearchFields,PHYSICS,Physics,
187,FERMI NATIONAL ACCELERATOR LABORATORY,122847,,36.24874594275597521392741221599291826497,Institutions,ResearchFields,PHYSICS,Physics,
188,STOCKHOLM UNIVERSITY,122831,,35.14477825464949928469241773962804005722,Institutions,ResearchFields,PHYSICS,Physics,
189,TEL AVIV UNIVERSITY,122649,,29.14662547528517110266159695817490494297,Institutions,ResearchFields,PHYSICS,Physics,
190,TECHNISCHE UNIVERSITAT DRESDEN,121873,,25.34796173044925124792013311148086522463,Institutions,ResearchFields,PHYSICS,Physics,
191,RADBOUD UNIVERSITY NIJMEGEN,121867,,46.83589546502690238278247501921598770177,Institutions,ResearchFields,PHYSICS,Physics,
192,UNIVERSITY OF WARWICK,121600,,31.80748103583573110122940099398378236987,Institutions,ResearchFields,PHYSICS,Physics,
193,UNIVERSITY OF MASSACHUSETTS AMHERST,121386,,44.94113291373565346168085894113291373565,Institutions,ResearchFields,PHYSICS,Physics,
194,UPPSALA UNIVERSITY,121184,,22.23151715281599706475875986057604109338,Institutions,ResearchFields,PHYSICS,Physics,
195,UNIVERSITY OF AMSTERDAM,120453,,38.11803797468354430379746835443037974684,Institutions,ResearchFields,PHYSICS,Physics,
196,HARBIN INSTITUTE OF TECHNOLOGY,119599,,14.71444389763779527559055118110236220472,Institutions,ResearchFields,PHYSICS,Physics,
197,BUDKER INSTITUTE OF NUCLEAR PHYSICS,119577,,35.38828055637762651672092335010358094111,Institutions,ResearchFields,PHYSICS,Physics,
198,UNIVERSITY OF BRISTOL,118638,,32.37936681222707423580786026200873362445,Institutions,ResearchFields,PHYSICS,Physics,
199,ECOLE NORMALE SUPERIEURE (ENS),118547,,38.90613718411552346570397111913357400722,Institutions,ResearchFields,PHYSICS,Physics,
200,XI'AN JIAOTONG UNIVERSITY,117961,,13.73716082450215441947129381623384185397,Institutions,ResearchFields,PHYSICS,Physics,
201,ALIKHANOV INSTITUTE FOR THEORETICAL & EXPERIMENTAL PHYSICS,117388,,32.50844641373580725560786485738022708391,Institutions,ResearchFields,PHYSICS,Physics,
202,INSTITUTE OF SCIENCE TOKYO,115806,,21.02887234428908661703286725985109860178,Institutions,ResearchFields,PHYSICS,Physics,
